area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,price_per_sqft,crime_rate,entertainment_centers,restaurant_count,crime_score,entertainment_score,restaurant_score,distance_to_center,proximity_score,room_density,popularity_score,volatility_score
Built-up  Area,Ready To Move,Devasthanagalu,2 BHK,,1200,2.0,1.0,65.0,2.0,1200.0,5416.666666666667,8.348256228063555,1,24,1.6516710973529003,1.1111111111111112,4.8979591836734695,5.397025953714566,5.8375908355149475,300.0,0.11152416356877323,11.979148550710939
Built-up  Area,Ready To Move,T Dasarahalli,3 Bedroom,,1200,3.0,1.0,90.0,3.0,1200.0,7500.0,7.3166809843255205,5,14,2.683255321325751,5.555555555555555,2.8571428571428568,2.674899739877527,7.937006920694576,200.0,0.07434944237918215,26.770630673681683
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2502,3.0,3.0,138.0,3.0,2502.0,5515.587529976019,4.618025984568725,3,40,5.3819338138483275,3.333333333333333,8.16326530612245,5.397025953714566,5.8375908355149475,417.0,1.579925650557621,54.27821119457782
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,650,1.0,1.0,17.0,2.0,650.0,2615.3846153846152,6.489807306719424,3,33,3.5101361971656493,3.333333333333333,6.73469387755102,9.905124481433225,2.3607591902524674,216.66666666666666,1.8587360594795537,28.699749672429213
Plot  Area,Ready To Move,Kothanur,3 Bedroom,BDensar,2400,2.0,1.0,150.0,3.0,2400.0,6250.0,8.488173381364359,8,46,1.5117527260227779,8.88888888888889,9.387755102040817,5.397025953714566,5.8375908355149475,480.0,1.2267657992565058,73.3539091710591
Super built-up  Area,Ready To Move,Green View Layout,2 BHK,Makeser,1007,2.0,2.0,43.0,2.0,1007.0,4270.109235352532,3.304112247219276,7,10,6.695858989291081,7.777777777777778,2.0408163265306123,8.385304790667908,3.532906862592708,251.75,0.13011152416356878,3.804758924845368
Super built-up  Area,Ready To Move,Shantiniketan Layout,2 BHK,Maest N,1200,2.0,2.0,50.0,2.0,1200.0,4166.666666666667,5.921070925277539,9,11,4.078877529663004,10.0,2.2448979591836733,3.9673726639594435,6.940198457999553,300.0,0.11152416356877323,69.11053947602107
Super built-up  Area,Ready To Move,Peenya,2 BHK,,966,2.0,2.0,49.9,2.0,966.0,5165.631469979296,7.4041730927428295,7,47,2.59576245125806,7.777777777777778,9.591836734693878,8.385304790667908,3.532906862592708,241.5,0.16728624535315983,34.38169732737334
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1630,2.0,1.0,98.0,3.0,1630.0,6012.269938650306,5.958886304148939,6,20,4.0410618215950835,6.666666666666666,4.081632653061225,8.385304790667908,3.532906862592708,326.0,1.171003717472119,75.25734010808094
Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,229.0,3.0,1640.0,13963.414634146342,7.249161319537148,8,33,2.750775573897175,8.88888888888889,6.73469387755102,12.966111067993126,0.0,273.3333333333333,1.9888475836431228,316.80699925685724
Built-up  Area,Ready To Move,Jalahalli West,2 BHK,,782,2.0,2.0,55.68,2.0,782.0,7120.204603580562,2.6588848788362336,5,9,7.341091974611242,5.555555555555555,1.836734693877551,2.674899739877527,7.937006920694576,195.5,0.1486988847583643,18.343428562528093
Super built-up  Area,19-Apr,Devanahalli,2 BHK,Oznuean,1260,2.0,2.0,66.78,2.0,1260.0,5300.0,2.0781197511995844,7,45,7.921862158017939,7.777777777777778,9.183673469387756,11.43300628590238,1.1823936830799007,315.0,0.7992565055762081,137.23872418154377
Super built-up  Area,Ready To Move,Lakshmiamma Garden,3 BHK,,1800,3.0,3.0,120.0,3.0,1800.0,6666.666666666667,4.6936431841733315,3,7,5.306315955968706,3.333333333333333,1.4285714285714284,2.674899739877527,7.937006920694576,300.0,0.03717472118959107,102.5304832720494
Super built-up  Area,Ready To Move,Byatarayanapura,3 BHK,Reeroce,1413,2.0,2.0,75.0,3.0,1413.0,5307.855626326964,8.922737208037667,4,43,1.0771851163145143,4.444444444444445,8.775510204081632,11.43300628590238,1.1823936830799007,282.6,0.13011152416356878,69.1158447825099
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sonviik,1116,2.0,1.0,51.91,2.0,1116.0,4651.433691756272,9.087733180151304,6,36,0.9121877078513891,6.666666666666666,7.346938775510204,1.8365025034994318,8.58361347217452,279.0,10.0,140.5804683445764
Super built-up  Area,Ready To Move,Electronic City,3 BHK,DSgmax ,1530,2.0,1.0,45.9,3.0,1530.0,3000.0,6.266111425697275,6,46,3.733834025541179,6.666666666666666,9.387755102040817,2.0958835991646647,8.383568065880326,306.0,5.650557620817844,46.68988288633367
Built-up  Area,Ready To Move,Ramamurthy Nagar,4 Bedroom,,3700,4.0,1.0,225.0,4.0,3700.0,6081.081081081081,5.474983581979861,5,31,4.52496875631201,5.555555555555555,6.326530612244898,12.966111067993126,0.0,462.5,1.3382899628252787,58.98196575240601
Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Cetattu,2497,3.0,2.0,140.0,3.0,2497.0,5606.728073688426,9.524595848076265,2,22,0.47532123687922984,2.2222222222222223,4.489795918367347,1.8365025034994318,8.58361347217452,416.1666666666667,7.379182156133829,114.99938702430282
Super built-up  Area,Ready To Move,Kengeri,3 BHK,Vaens G,1540,2.0,3.0,64.0,3.0,1540.0,4155.8441558441555,4.9652833591611545,4,29,5.034673416255117,4.444444444444445,5.918367346938775,1.8365025034994318,8.58361347217452,308.0,1.3382899628252787,73.76840964664873
Super built-up  Area,18-Dec,Thanisandra,3 BHK,,1436,3.0,1.0,74.75,3.0,1436.0,5205.431754874652,7.598828929550044,9,36,2.40110491990153,10.0,7.346938775510204,2.674899739877527,7.937006920694576,239.33333333333334,4.386617100371748,42.75395401834816
Super built-up  Area,18-Jun,Malleshwaram,2 BHK,,1100,2.0,2.0,75.0,2.0,1100.0,6818.181818181818,8.244410389831286,8,19,1.7555178396006719,8.88888888888889,3.877551020408163,11.43300628590238,1.1823936830799007,275.0,1.0780669144981412,432.82003986839123
Plot  Area,Ready To Move,Hennur Road,2 Bedroom,,276,3.0,3.0,23.0,2.0,276.0,8333.333333333334,4.479781436477137,7,46,5.520179565408601,7.777777777777778,9.387755102040817,9.905124481433225,2.3607591902524674,55.2,2.825278810408922,74.25003377258962
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Moity S,1427,3.0,2.0,120.0,3.0,1427.0,8409.250175192712,9.043630245150261,6,20,0.9562910267843987,6.666666666666666,4.081632653061225,2.674899739877527,7.937006920694576,237.83333333333334,4.386617100371748,42.75395401834816
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,HiahsLa,2061,3.0,1.0,200.0,3.0,2061.0,9704.02717127608,9.884079971582453,8,7,0.11583398393400003,8.88888888888889,1.4285714285714284,9.905124481433225,2.3607591902524674,343.5,1.1524163568773234,36.384628701022415
Super built-up  Area,18-Mar,Hebbal,4 BHK,SNontle,3067 - 8156,4.0,0.0,477.0,4.0,5611.5,8500.400962309543,5.7117939983808395,5,31,4.288156278390885,5.555555555555555,6.326530612244898,1.8365025034994318,8.58361347217452,701.4375,3.2899628252788107,125.52607716272382
Built-up  Area,Ready To Move,Shampura,4 BHK,,2650,4.0,2.0,150.0,4.0,2650.0,5660.377358490566,3.8539879855927284,2,43,6.145978464050863,2.2222222222222223,8.775510204081632,12.966111067993126,0.0,331.25,0.241635687732342,33.09446463902369
Super built-up  Area,22-Dec,Devanahalli,3 BHK,Sabixtt,1282,2.0,2.0,68.52,3.0,1282.0,5344.773790951638,9.254679412872424,4,23,0.7452400218030586,4.444444444444445,4.6938775510204085,11.43300628590238,1.1823936830799007,256.4,0.7992565055762081,137.23872418154377
Built-up  Area,Ready To Move,Kadugodi,2 BHK,,1050,2.0,1.0,34.0,2.0,1050.0,3238.095238095238,8.289969330677557,6,49,1.7099585021473764,6.666666666666666,10.0,2.674899739877527,7.937006920694576,262.5,0.7806691449814127,56.48289384132062
Built-up  Area,Ready To Move,LB Shastri Nagar,3 BHK,Sragei ,1600,3.0,2.0,65.0,3.0,1600.0,4062.5,2.087256514591229,9,16,7.912725315087473,10.0,3.265306122448979,12.966111067993126,0.0,266.6666666666667,0.20446096654275092,59.442982612064334
Super built-up  Area,22-Jan,Vajarahalli,2 BHK,,945,2.0,1.0,54.0,2.0,945.0,5714.285714285715,8.358234281985096,6,35,1.6416929565687985,6.666666666666666,7.142857142857143,6.878873032442892,4.694729208803859,236.25,0.1486988847583643,30.50263454663735
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SyidaCr,1500,2.0,1.0,78.0,2.0,1500.0,5200.0,4.6466732374751825,7,35,5.353286311557193,7.777777777777778,7.142857142857143,9.905124481433225,2.3607591902524674,375.0,1.3754646840148699,55.20467717329451
Plot  Area,Ready To Move,Vishwapriya Layout,7 Bedroom,,950,7.0,0.0,115.0,7.0,950.0,12105.263157894737,6.966112153487687,1,38,3.0338272039917853,1.1111111111111112,7.755102040816326,2.674899739877527,7.937006920694576,67.85714285714286,0.22304832713754646,34.208806238195805
Built-up  Area,Ready To Move,Peenya,3 BHK,Jahts H,1870,3.0,3.0,110.0,3.0,1870.0,5882.35294117647,4.177145664259876,3,9,5.822817972179488,3.333333333333333,1.836734693877551,8.385304790667908,3.532906862592708,311.6666666666667,0.16728624535315983,34.38169732737334
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1600,3.0,1.0,75.0,3.0,1600.0,4687.5,6.021427885319053,6,10,3.9785196959779325,6.666666666666666,2.0408163265306123,9.905124481433225,2.3607591902524674,266.6666666666667,1.5055762081784387,104.43245645637349
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,880,1.0,1.0,16.5,2.0,880.0,1875.0,6.057737874792602,6,46,3.9422093904128195,6.666666666666666,9.387755102040817,2.0958835991646647,8.383568065880326,293.3333333333333,5.650557620817844,46.68988288633367
Plot  Area,Ready To Move,Ramaswamy Palya - Kammanahalli Main Road,4 Bedroom,,1200,4.0,0.0,210.0,4.0,1200.0,17500.0,7.893003362634502,5,10,2.106927925922458,5.555555555555555,2.0408163265306123,2.674899739877527,7.937006920694576,150.0,0.018587360594795536,0.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,3.0,2.0,83.0,3.0,1535.0,5407.166123778502,9.751764428879843,6,38,0.24815067849116518,6.666666666666666,7.755102040816326,6.878873032442892,4.694729208803859,255.83333333333334,0.724907063197026,45.836173683183674
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,2.0,1.0,57.0,2.0,950.0,6000.0,2.558219220168376,3,41,7.441758509609992,3.333333333333333,8.36734693877551,3.9673726639594435,6.940198457999553,237.5,5.037174721189591,35.8270464960869
Super built-up  Area,18-Aug,Devanahalli,2 BHK,Derdsig,1360,2.0,1.0,65.0,2.0,1360.0,4779.411764705882,9.202857125224172,5,21,0.797062760583028,5.555555555555555,4.285714285714286,11.43300628590238,1.1823936830799007,340.0,0.7992565055762081,137.23872418154377
Super built-up  Area,19-Mar,8th Phase JP Nagar,2 BHK,Vaarech,1042 - 1105,2.0,0.0,54.005,2.0,1073.5,5030.740568234746,9.042646034442619,2,33,0.9572752460599504,2.2222222222222223,6.73469387755102,2.0958835991646647,8.383568065880326,268.375,1.0594795539033457,56.80213893309553
Super built-up  Area,18-May,Bommasandra Industrial Area,3 BHK,,1280,3.0,1.0,50.4,3.0,1280.0,3937.5,7.0664978744173315,5,37,2.9334406091682084,5.555555555555555,7.551020408163264,11.43300628590238,1.1823936830799007,213.33333333333334,0.483271375464684,20.28337437031013
Super built-up  Area,19-Jan,Chandra Layout,3 BHK,TiaksAa,1260,2.0,2.0,85.05,3.0,1260.0,6750.0,3.0510350857913826,4,37,6.948938353847006,4.444444444444445,7.551020408163264,3.9673726639594435,6.940198457999553,252.0,0.16728624535315983,47.685607396548676
Built-up  Area,Ready To Move,Hennur Road,8 Bedroom,,5000,8.0,0.0,250.0,8.0,5000.0,5000.0,6.751830132540247,1,21,3.2481110903415567,1.1111111111111112,4.285714285714286,9.905124481433225,2.3607591902524674,312.5,2.825278810408922,74.25003377258962
Super built-up  Area,19-Dec,Yelahanka,5 BHK,LedorSa,3050,5.0,1.0,213.0,5.0,3050.0,6983.606557377049,8.08838545370271,7,14,1.9115441339826298,7.777777777777778,2.8571428571428568,8.385304790667908,3.532906862592708,305.0,3.940520446096654,74.4198209277083
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1563.05,3.0,1.0,105.0,3.0,1563.05,6717.635392341896,5.301803120657076,4,39,4.698150725233215,4.444444444444445,7.959183673469388,11.43300628590238,1.1823936830799007,260.5083333333333,1.4684014869888475,138.7217119406531
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1000,2.0,1.0,60.0,2.0,1000.0,6000.0,6.550961437850168,3,33,3.448981533666122,3.333333333333333,6.73469387755102,2.0958835991646647,8.383568065880326,250.0,0.241635687732342,82.11132218378431
Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1167,2.0,1.0,43.76,2.0,1167.0,3749.7857754927163,6.704591073464619,4,27,3.2953505606502436,4.444444444444445,5.5102040816326525,9.905124481433225,2.3607591902524674,291.75,0.5018587360594796,18.40490214798555
Super built-up  Area,Ready To Move,Vishveshwarya Layout,7 BHK,,4000,7.0,2.0,225.0,7.0,4000.0,5625.0,7.766356584082091,7,18,2.233575806980786,7.777777777777778,3.673469387755102,12.966111067993126,0.0,285.7142857142857,0.241635687732342,64.73387335062192
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1828,3.0,0.0,110.0,3.0,1828.0,6017.505470459519,6.176011089915303,8,6,3.8239351456790938,8.88888888888889,1.2244897959183674,5.397025953714566,5.8375908355149475,304.6666666666667,1.2267657992565058,73.3539091710591
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,HoiewLa,890,2.0,1.0,35.0,2.0,890.0,3932.5842696629215,4.761726310288648,2,15,5.238232237165203,2.2222222222222223,3.0612244897959187,1.8365025034994318,8.58361347217452,222.5,0.7434944237918216,48.29967404316805
Super built-up  Area,Ready To Move,Basavanapura,3 BHK,Dwity T,1612,3.0,3.0,46.74,3.0,1612.0,2899.5037220843674,9.2980160107393,6,17,0.701903046675457,6.666666666666666,3.4693877551020407,1.8365025034994318,8.58361347217452,268.6666666666667,0.1486988847583643,35.43157890820802
Plot  Area,Ready To Move,Dinnur,6 Bedroom,,1034,5.0,0.0,185.0,6.0,1034.0,17891.682785299807,2.433929836852526,2,18,7.566048974909783,2.2222222222222223,3.673469387755102,8.385304790667908,3.532906862592708,94.0,0.055762081784386616,62.13962772123223
Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1710,4.0,2.0,91.31,3.0,1710.0,5339.766081871345,2.7722629285208553,8,12,7.227712937929778,8.88888888888889,2.4489795918367347,1.8365025034994318,8.58361347217452,244.28571428571428,0.9107806691449815,41.16012739871855
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,2.0,1.0,58.0,2.0,957.0,6060.606060606061,7.4060480414469385,4,16,2.5938874862318464,4.444444444444445,3.265306122448979,8.385304790667908,3.532906862592708,239.25,0.33457249070631967,42.95799377397608
Super built-up  Area,18-May,Devarachikkanahalli,3 BHK,,1250,2.0,3.0,44.0,3.0,1250.0,3520.0,5.479240642734854,3,45,4.520711658497766,3.333333333333333,9.183673469387756,12.966111067993126,0.0,250.0,0.3159851301115241,31.163114508700076
Super built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2795,4.0,0.0,235.0,3.0,2795.0,8407.871198568873,2.763489000713502,1,14,7.23648694211734,1.1111111111111112,2.8571428571428568,2.0958835991646647,8.383568065880326,399.2857142857143,0.055762081784386616,52.519837521962444
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Prcan P,1125,2.0,2.0,50.0,2.0,1125.0,4444.444444444444,4.668578882412537,8,21,5.331380475923293,8.88888888888889,4.285714285714286,2.0958835991646647,8.383568065880326,281.25,0.9479553903345725,60.029112649531946
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1020,2.0,1.0,30.6,2.0,1020.0,3000.0,2.606186717495633,9,12,7.393790594708358,10.0,2.4489795918367347,9.905124481433225,2.3607591902524674,255.0,2.4535315985130115,36.344816018236926
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1200,2.0,2.0,50.0,2.0,1200.0,4166.666666666667,5.675828959614833,3,29,4.324121630245535,3.333333333333333,5.918367346938775,6.878873032442892,4.694729208803859,300.0,0.6133828996282529,39.13288356047349
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1735,3.0,3.0,135.0,3.0,1735.0,7780.979827089337,2.2864356091232834,4,33,7.713544486629511,4.444444444444445,6.73469387755102,2.674899739877527,7.937006920694576,289.1666666666667,4.386617100371748,42.75395401834816
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,2050,3.0,1.0,145.0,3.0,2050.0,7073.170731707317,8.946305486846567,8,9,1.0536166323352405,8.88888888888889,1.836734693877551,2.674899739877527,7.937006920694576,341.6666666666667,4.386617100371748,42.75395401834816
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,3750,4.0,0.0,760.0,4.0,3750.0,20266.666666666668,4.756111577802007,5,20,5.243847018530118,5.555555555555555,4.081632653061225,3.9673726639594435,6.940198457999553,468.75,0.241635687732342,300.45489016762735
Built-up  Area,Ready To Move,Yarandahalli,3 BHK,,1350,2.0,3.0,48.0,3.0,1350.0,3555.5555555555557,6.198456194186824,4,15,3.8014898460148387,4.444444444444445,3.0612244897959187,8.385304790667908,3.532906862592708,270.0,0.03717472118959107,5.5861435713737215
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,2.0,1.0,32.0,2.0,1063.0,3010.348071495767,7.910808321276287,8,20,2.089122812282082,8.88888888888889,4.081632653061225,9.905124481433225,2.3607591902524674,265.75,1.2825278810408922,29.714993865062162
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1904,3.0,1.0,150.0,3.0,1904.0,7878.151260504202,4.475859147719016,9,28,5.524101888311661,10.0,5.7142857142857135,11.43300628590238,1.1823936830799007,317.3333333333333,0.13011152416356878,23.350333942753263
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,,4200,4.0,2.0,420.0,4.0,4200.0,10000.0,8.068362938753385,3,9,1.9315668232351737,3.333333333333333,1.836734693877551,1.8365025034994318,8.58361347217452,525.0,10.0,140.5804683445764
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,2000,3.0,1.0,175.0,3.0,2000.0,8750.0,9.917507948253078,1,7,0.08240571626077325,1.1111111111111112,1.4285714285714284,6.878873032442892,4.694729208803859,333.3333333333333,0.0929368029739777,47.520521882656126
Super built-up  Area,18-Dec,Sarjapur,2 BHK,Kinuerg,1145 - 1340,2.0,0.0,43.49,2.0,1242.5,3500.201207243461,4.9574644451706344,7,26,5.042492398312106,7.777777777777778,5.306122448979592,9.905124481433225,2.3607591902524674,310.625,1.5055762081784387,104.43245645637349
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Naods W,1425,2.0,2.0,75.0,3.0,1425.0,5263.1578947368425,6.834720160212874,2,42,3.1652203410813224,2.2222222222222223,8.571428571428571,11.43300628590238,1.1823936830799007,285.0,0.13011152416356878,19.642034614813294
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,2.0,1.0,64.5,3.0,1500.0,4300.0,6.610415717796249,7,17,3.3895267361490755,7.777777777777778,3.4693877551020407,2.0958835991646647,8.383568065880326,300.0,5.650557620817844,46.68988288633367
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,2.0,1.0,60.0,2.0,1060.0,5660.377358490566,2.778419531596029,3,23,7.2215562812591525,3.333333333333333,4.6938775510204085,2.0958835991646647,8.383568065880326,265.0,5.650557620817844,46.68988288633367
Built-up  Area,Ready To Move,Jai Bheema Nagar,3 BHK,Sancyra,1470,2.0,2.0,70.0,3.0,1470.0,4761.9047619047615,9.802234462398978,3,15,0.19768020561217275,3.333333333333333,3.0612244897959187,5.397025953714566,5.8375908355149475,294.0,0.03717472118959107,10.606601717798213
Super built-up  Area,Ready To Move,Kothnur Narayanapura,6 BHK,,1300,6.0,0.0,99.0,6.0,1300.0,7615.384615384615,2.9615385264615472,6,47,7.038435692276693,6.666666666666666,9.591836734693878,9.905124481433225,2.3607591902524674,108.33333333333333,0.055762081784386616,23.785499784532593
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450,1.0,1.0,11.0,1.0,450.0,2444.4444444444443,8.753645325836871,2,17,1.2462784705211738,2.2222222222222223,3.4693877551020407,9.905124481433225,2.3607591902524674,225.0,0.7806691449814127,58.332493294764454
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,2.0,1.0,64.5,2.0,1152.0,5598.958333333333,5.331003148172722,5,15,4.6689504435207905,5.555555555555555,3.0612244897959187,2.0958835991646647,8.383568065880326,288.0,5.650557620817844,46.68988288633367
